marketing_name,stock_code,vendor,model,device_type,catalog_price,wholesale_price,fd_insured_value,fd_replacement_value,fd_koil_invoice_value,yop_insured_value,yop_replacement_value,yop_fd_koil_invoice_value,prev_insured_value,prev_replacement_value,prev_fd_koil_invoice_value
SAMSUNG GALAXY NOTE 3- N900,SGHN900-32GB,Samsung,SM-N900,Phone,"74,999","71,240","74,999","67,499","64,120","65,620","59,060","56,110","46,870","42,180","40,070"
